arret_id,trajet_id,heure_depart,stop_sequence,terminus
20068,1867088,907,1,0
20842,1867088,908,2,0
20830,1867088,909,3,0
20838,1867088,911,4,0
20836,1867088,912,5,0
20834,1867088,914,6,0
20161,1867088,914,7,0
20163,1867088,915,8,0
20075,1867088,916,9,0
20172,1867088,916,10,0
21160,1867088,918,11,0
20181,1867088,919,12,0
21161,1867088,919,13,0
20182,1867088,920,14,0
20184,1867088,921,15,0
20188,1867088,922,16,0
20192,1867088,924,17,0
20194,1867088,924,18,0
20019,1867088,926,19,0
20002,1867088,931,20,0
20110,1867088,934,21,0
20016,1867088,936,22,0
20026,1867088,937,23,0
20196,1867088,937,24,0
20198,1867088,938,25,0
20200,1867088,939,26,0
20201,1867088,940,27,0
20202,1867088,941,28,0
20203,1867088,942,29,0
20205,1867088,942,30,0
20207,1867088,943,31,0
20209,1867088,944,32,0
20211,1867088,944,33,0
20213,1867088,945,34,0
20228,1867088,946,35,0
20232,1867088,947,36,0
20236,1867088,948,37,0
20221,1867088,949,38,0
20223,1867088,950,39,1
20068,1867089,836,1,0
20842,1867089,837,2,0
20830,1867089,838,3,0
20838,1867089,840,4,0
20836,1867089,841,5,0
20834,1867089,843,6,0
20161,1867089,843,7,0
20163,1867089,844,8,0
20075,1867089,845,9,0
20172,1867089,845,10,0
21160,1867089,847,11,0
20181,1867089,848,12,0
21161,1867089,848,13,0
20182,1867089,849,14,0
20184,1867089,850,15,0
20188,1867089,851,16,0
20192,1867089,853,17,0
20194,1867089,853,18,0
20019,1867089,855,19,0
20002,1867089,859,20,0
20110,1867089,862,21,0
20016,1867089,864,22,0
20026,1867089,865,23,0
20196,1867089,865,24,0
20198,1867089,866,25,0
20200,1867089,867,26,0
20201,1867089,868,27,0
20202,1867089,869,28,0
20203,1867089,870,29,0
20205,1867089,870,30,0
20207,1867089,871,31,0
20209,1867089,872,32,0
20211,1867089,872,33,0
20213,1867089,873,34,0
20228,1867089,874,35,0
20232,1867089,875,36,0
20236,1867089,876,37,0
20221,1867089,877,38,0
20223,1867089,878,39,1
20068,1867084,713,1,0
20842,1867084,714,2,0
20830,1867084,715,3,0
20838,1867084,717,4,0
20836,1867084,718,5,0
20834,1867084,720,6,0
20161,1867084,720,7,0
20163,1867084,721,8,0
20075,1867084,722,9,0
20172,1867084,722,10,0
21160,1867084,724,11,0
20181,1867084,725,12,0
21161,1867084,725,13,0
20182,1867084,726,14,0
20184,1867084,727,15,0
20188,1867084,728,16,0
20192,1867084,730,17,0
20194,1867084,730,18,0
20019,1867084,732,19,0
20002,1867084,736,20,1
20068,1867085,860,1,0
20842,1867085,861,2,0
20830,1867085,862,3,0
20838,1867085,864,4,0
20836,1867085,865,5,0
20834,1867085,867,6,0
20161,1867085,867,7,0
20163,1867085,868,8,0
20075,1867085,869,9,0
20172,1867085,869,10,0
21160,1867085,871,11,0
20181,1867085,872,12,0
21161,1867085,872,13,0
20182,1867085,873,14,0
20184,1867085,874,15,0
20188,1867085,875,16,0
20192,1867085,877,17,0
20194,1867085,877,18,0
20019,1867085,879,19,0
20002,1867085,883,20,0
20110,1867085,886,21,0
20016,1867085,888,22,0
20026,1867085,889,23,0
20196,1867085,889,24,0
20198,1867085,890,25,0
20200,1867085,891,26,0
20201,1867085,892,27,0
20202,1867085,893,28,0
20203,1867085,894,29,0
20205,1867085,894,30,0
20207,1867085,895,31,0
20209,1867085,896,32,0
20211,1867085,896,33,0
20213,1867085,897,34,0
20228,1867085,898,35,0
20232,1867085,899,36,0
20236,1867085,900,37,0
20221,1867085,901,38,0
20223,1867085,902,39,1
20068,1867086,812,1,0
20842,1867086,813,2,0
20830,1867086,814,3,0
20838,1867086,816,4,0
20836,1867086,817,5,0
20834,1867086,819,6,0
20161,1867086,819,7,0
20163,1867086,820,8,0
20075,1867086,821,9,0
20172,1867086,821,10,0
21160,1867086,823,11,0
20181,1867086,824,12,0
21161,1867086,824,13,0
20182,1867086,825,14,0
20184,1867086,826,15,0
20188,1867086,827,16,0
20192,1867086,829,17,0
20194,1867086,829,18,0
20019,1867086,831,19,0
20002,1867086,835,20,0
20110,1867086,838,21,0
20016,1867086,840,22,0
20026,1867086,841,23,0
20196,1867086,841,24,0
20198,1867086,842,25,0
20200,1867086,843,26,0
20201,1867086,844,27,0
20202,1867086,845,28,0
20203,1867086,846,29,0
20205,1867086,846,30,0
20207,1867086,847,31,0
20209,1867086,848,32,0
20211,1867086,848,33,0
20213,1867086,849,34,0
20228,1867086,850,35,0
20232,1867086,851,36,0
20236,1867086,852,37,0
20221,1867086,853,38,0
20223,1867086,854,39,1
20068,1867087,886,1,0
20842,1867087,887,2,0
20830,1867087,888,3,0
20838,1867087,890,4,0
20836,1867087,891,5,0
20834,1867087,893,6,0
20161,1867087,893,7,0
20163,1867087,894,8,0
20075,1867087,895,9,0
20172,1867087,895,10,0
21160,1867087,897,11,0
20181,1867087,898,12,0
21161,1867087,898,13,0
20182,1867087,899,14,0
20184,1867087,900,15,0
20188,1867087,901,16,0
20192,1867087,903,17,0
20194,1867087,903,18,0
20019,1867087,905,19,0
20002,1867087,909,20,0
20110,1867087,912,21,0
20016,1867087,914,22,0
20026,1867087,915,23,0
20196,1867087,915,24,0
20198,1867087,916,25,0
20200,1867087,917,26,0
20201,1867087,918,27,0
20202,1867087,919,28,0
20203,1867087,920,29,0
20205,1867087,920,30,0
20207,1867087,921,31,0
20209,1867087,922,32,0
20211,1867087,922,33,0
20213,1867087,923,34,0
20228,1867087,924,35,0
20232,1867087,925,36,0
20236,1867087,926,37,0
20221,1867087,927,38,0
20223,1867087,928,39,1
20068,1867080,568,1,0
20842,1867080,569,2,0
20830,1867080,570,3,0
20838,1867080,572,4,0
20836,1867080,573,5,0
20834,1867080,575,6,0
20161,1867080,575,7,0
20163,1867080,576,8,0
20075,1867080,577,9,0
20172,1867080,577,10,0
21160,1867080,579,11,0
20181,1867080,580,12,0
21161,1867080,580,13,0
20182,1867080,581,14,0
20184,1867080,582,15,0
20188,1867080,583,16,0
20192,1867080,585,17,0
20194,1867080,585,18,0
20019,1867080,587,19,0
20002,1867080,591,20,1
20068,1867081,618,1,0
20842,1867081,619,2,0
20830,1867081,620,3,0
20838,1867081,622,4,0
20836,1867081,623,5,0
20834,1867081,625,6,0
20161,1867081,625,7,0
20163,1867081,626,8,0
20075,1867081,627,9,0
20172,1867081,627,10,0
21160,1867081,629,11,0
20181,1867081,630,12,0
21161,1867081,630,13,0
20182,1867081,631,14,0
20184,1867081,632,15,0
20188,1867081,633,16,0
20192,1867081,635,17,0
20194,1867081,635,18,0
20019,1867081,637,19,0
20002,1867081,641,20,1
20068,1867082,668,1,0
20842,1867082,669,2,0
20830,1867082,670,3,0
20838,1867082,672,4,0
20836,1867082,673,5,0
20834,1867082,675,6,0
20161,1867082,675,7,0
20163,1867082,676,8,0
20075,1867082,677,9,0
20172,1867082,677,10,0
21160,1867082,679,11,0
20181,1867082,680,12,0
21161,1867082,680,13,0
20182,1867082,681,14,0
20184,1867082,682,15,0
20188,1867082,683,16,0
20192,1867082,685,17,0
20194,1867082,685,18,0
20019,1867082,687,19,0
20002,1867082,691,20,1
20068,1867083,517,1,0
20842,1867083,518,2,0
20830,1867083,519,3,0
20838,1867083,521,4,0
20836,1867083,522,5,0
20834,1867083,524,6,0
20161,1867083,524,7,0
20163,1867083,525,8,0
20075,1867083,526,9,0
20172,1867083,526,10,0
21160,1867083,528,11,0
20181,1867083,529,12,0
21161,1867083,529,13,0
20182,1867083,530,14,0
20184,1867083,531,15,0
20188,1867083,532,16,0
20192,1867083,534,17,0
20194,1867083,534,18,0
20019,1867083,536,19,0
20002,1867083,540,20,1
20068,1867090,928,1,0
20842,1867090,929,2,0
20830,1867090,930,3,0
20838,1867090,932,4,0
20836,1867090,933,5,0
20834,1867090,935,6,0
20161,1867090,935,7,0
20163,1867090,936,8,0
20075,1867090,937,9,0
20172,1867090,937,10,0
21160,1867090,939,11,0
20181,1867090,940,12,0
21161,1867090,940,13,0
20182,1867090,941,14,0
20184,1867090,942,15,0
20188,1867090,943,16,0
20192,1867090,945,17,0
20194,1867090,945,18,0
20019,1867090,947,19,0
20002,1867090,952,20,0
20110,1867090,955,21,0
20016,1867090,957,22,0
20026,1867090,958,23,0
20196,1867090,958,24,0
20198,1867090,959,25,0
20200,1867090,960,26,0
20201,1867090,961,27,0
20202,1867090,962,28,0
20203,1867090,963,29,0
20205,1867090,963,30,0
20207,1867090,964,31,0
20209,1867090,965,32,0
20211,1867090,965,33,0
20213,1867090,966,34,0
20228,1867090,967,35,0
20232,1867090,968,36,0
20236,1867090,969,37,0
20221,1867090,970,38,0
20223,1867090,971,39,1
20068,1867099,1096,1,0
20842,1867099,1097,2,0
20830,1867099,1098,3,0
20838,1867099,1100,4,0
20836,1867099,1101,5,0
20834,1867099,1103,6,0
20161,1867099,1103,7,0
20163,1867099,1104,8,0
20075,1867099,1105,9,0
20172,1867099,1105,10,0
21160,1867099,1107,11,0
20181,1867099,1108,12,0
21161,1867099,1108,13,0
20182,1867099,1109,14,0
20184,1867099,1110,15,0
20188,1867099,1111,16,0
20192,1867099,1113,17,0
20194,1867099,1113,18,0
20019,1867099,1115,19,0
20002,1867099,1120,20,0
20110,1867099,1123,21,0
20016,1867099,1125,22,0
20026,1867099,1126,23,0
20196,1867099,1126,24,0
20198,1867099,1127,25,0
20200,1867099,1128,26,0
20201,1867099,1129,27,0
20202,1867099,1130,28,0
20203,1867099,1131,29,0
20205,1867099,1131,30,0
20207,1867099,1132,31,0
20209,1867099,1133,32,0
20211,1867099,1133,33,0
20213,1867099,1134,34,0
20228,1867099,1135,35,0
20232,1867099,1136,36,0
20236,1867099,1137,37,0
20221,1867099,1138,38,0
20223,1867099,1139,39,1
20068,1867097,1049,1,0
20842,1867097,1050,2,0
20830,1867097,1051,3,0
20838,1867097,1053,4,0
20836,1867097,1054,5,0
20834,1867097,1056,6,0
20161,1867097,1056,7,0
20163,1867097,1057,8,0
20075,1867097,1058,9,0
20172,1867097,1058,10,0
21160,1867097,1060,11,0
20181,1867097,1061,12,0
21161,1867097,1061,13,0
20182,1867097,1062,14,0
20184,1867097,1063,15,0
20188,1867097,1064,16,0
20192,1867097,1066,17,0
20194,1867097,1066,18,0
20019,1867097,1068,19,0
20002,1867097,1073,20,0
20110,1867097,1076,21,0
20016,1867097,1078,22,0
20026,1867097,1079,23,0
20196,1867097,1079,24,0
20198,1867097,1080,25,0
20200,1867097,1081,26,0
20201,1867097,1082,27,0
20202,1867097,1083,28,0
20203,1867097,1084,29,0
20205,1867097,1084,30,0
20207,1867097,1085,31,0
20209,1867097,1086,32,0
20211,1867097,1086,33,0
20213,1867097,1087,34,0
20228,1867097,1088,35,0
20232,1867097,1089,36,0
20236,1867097,1090,37,0
20221,1867097,1091,38,0
20223,1867097,1092,39,1
20068,1867098,1072,1,0
20842,1867098,1073,2,0
20830,1867098,1074,3,0
20838,1867098,1076,4,0
20836,1867098,1077,5,0
20834,1867098,1079,6,0
20161,1867098,1079,7,0
20163,1867098,1080,8,0
20075,1867098,1081,9,0
20172,1867098,1081,10,0
21160,1867098,1083,11,0
20181,1867098,1084,12,0
21161,1867098,1084,13,0
20182,1867098,1085,14,0
20184,1867098,1086,15,0
20188,1867098,1087,16,0
20192,1867098,1089,17,0
20194,1867098,1089,18,0
20019,1867098,1091,19,0
20002,1867098,1096,20,0
20110,1867098,1099,21,0
20016,1867098,1101,22,0
20026,1867098,1102,23,0
20196,1867098,1102,24,0
20198,1867098,1103,25,0
20200,1867098,1104,26,0
20201,1867098,1105,27,0
20202,1867098,1106,28,0
20203,1867098,1107,29,0
20205,1867098,1107,30,0
20207,1867098,1108,31,0
20209,1867098,1109,32,0
20211,1867098,1109,33,0
20213,1867098,1110,34,0
20228,1867098,1111,35,0
20232,1867098,1112,36,0
20236,1867098,1113,37,0
20221,1867098,1114,38,0
20223,1867098,1115,39,1
20068,1867095,977,1,0
20842,1867095,978,2,0
20830,1867095,979,3,0
20838,1867095,981,4,0
20836,1867095,982,5,0
20834,1867095,984,6,0
20161,1867095,984,7,0
20163,1867095,985,8,0
20075,1867095,986,9,0
20172,1867095,986,10,0
21160,1867095,988,11,0
20181,1867095,989,12,0
21161,1867095,989,13,0
20182,1867095,990,14,0
20184,1867095,991,15,0
20188,1867095,992,16,0
20192,1867095,994,17,0
20194,1867095,994,18,0
20019,1867095,996,19,0
20002,1867095,1001,20,0
20110,1867095,1004,21,0
20016,1867095,1006,22,0
20026,1867095,1007,23,0
20196,1867095,1007,24,0
20198,1867095,1008,25,0
20200,1867095,1009,26,0
20201,1867095,1010,27,0
20202,1867095,1011,28,0
20203,1867095,1012,29,0
20205,1867095,1012,30,0
20207,1867095,1013,31,0
20209,1867095,1014,32,0
20211,1867095,1014,33,0
20213,1867095,1015,34,0
20228,1867095,1016,35,0
20232,1867095,1017,36,0
20236,1867095,1018,37,0
20221,1867095,1019,38,0
20223,1867095,1020,39,1
20068,1867096,1025,1,0
20842,1867096,1026,2,0
20830,1867096,1027,3,0
20838,1867096,1029,4,0
20836,1867096,1030,5,0
20834,1867096,1032,6,0
20161,1867096,1032,7,0
20163,1867096,1033,8,0
20075,1867096,1034,9,0
20172,1867096,1034,10,0
21160,1867096,1036,11,0
20181,1867096,1037,12,0
21161,1867096,1037,13,0
20182,1867096,1038,14,0
20184,1867096,1039,15,0
