id,direction_id,ligne_id,calendrier_id,macro_direction
2117,6,12,1,0
3264,6,12,4,0
2131,4,12,4,0
3261,4,12,4,0
3262,4,12,3,0
2129,8,12,1,1
3277,8,12,2,1
2139,6,12,6,0
2154,6,12,4,0
2159,8,12,4,1
3206,8,12,2,1
3207,6,12,2,0
2166,6,12,6,0
3211,4,12,1,0
3212,8,12,1,1
2175,4,12,2,0
2176,4,12,6,0
3227,6,12,4,0
2184,8,12,4,1
2182,4,12,4,0
2193,8,12,1,1
2199,4,12,2,0
2191,8,12,4,1
2204,8,12,1,1
2219,4,12,1,0
2214,8,12,1,1
3377,8,12,4,1
2262,4,12,2,0
3393,4,12,2,0
3391,6,12,4,0
3392,6,12,2,0
2260,4,12,4,0
3361,4,12,1,0
3357,4,12,4,0
2228,8,12,1,1
2295,4,12,2,0
3352,6,12,2,0
2278,8,12,2,1
3326,6,12,2,0
3329,4,12,1,0
2280,4,12,6,0
2287,4,12,2,0
3309,4,12,4,0
3482,6,12,6,0
3483,6,12,1,0
3417,6,12,6,0
3431,12,12,3,1
3425,8,12,4,1
3442,6,12,2,0
3441,8,12,3,1
3434,8,12,4,1
3444,6,12,2,0
3463,4,12,6,0
3462,6,12,2,0
3461,4,12,1,0
3470,6,12,6,0
3509,8,12,4,1
2005,8,12,1,1
2011,6,12,6,0
2019,8,12,3,1
2013,8,12,4,1
2021,4,12,3,0
2020,6,12,1,0
2022,6,12,4,0
3598,12,12,3,1
3597,8,12,2,1
3539,4,12,4,0
2075,6,12,4,0
3515,12,12,5,0
2083,8,12,4,1
2088,4,12,4,0
3583,4,12,6,0
3581,8,12,2,1
2051,8,12,3,1
3575,8,12,3,1
3586,6,12,6,0
3589,4,12,4,0
2027,6,12,4,0
3559,59,12,3,0
3570,8,12,4,1
3564,8,12,4,1
3567,8,12,1,1
3569,4,12,1,0
3622,4,12,2,0
3620,12,12,3,0
3616,6,12,4,0
3619,8,12,4,1
3675,4,12,4,0
3678,8,12,4,1
3689,6,12,6,0
3630,6,12,4,0
3651,6,12,2,0
3645,4,12,4,0
3647,6,12,1,0
3673,6,12,1,0
3669,4,12,4,0
3730,4,12,4,0
3738,4,12,6,0
3706,8,12,2,1
164,8,12,1,1
178,8,12,2,1
117,8,12,4,1
118,8,12,1,1
126,6,12,1,0
121,6,12,4,0
123,6,12,4,0
136,8,12,4,1
3799,4,12,6,0
190,8,12,4,1
3778,64,12,2,1
3792,8,12,1,1
3785,12,12,5,0
3760,4,12,6,0
3772,8,12,2,1
3847,4,12,1,0
3837,6,12,2,0
3814,8,12,1,1
109,8,12,4,1
107,6,12,1,0
106,8,12,4,1
4978,6,12,4,0
4990,8,12,1,1
4994,4,12,6,0
3874,8,12,3,1
3008,6,12,6,0
3880,4,12,4,0
3010,4,12,2,0
3891,8,12,9,1
3890,6,12,1,0
3892,4,12,2,0
3029,4,12,6,0
3897,4,12,3,0
3895,4,12,4,0
3018,6,12,1,0
3057,4,12,2,0
3042,4,12,1,0
3058,8,12,1,1
3060,6,12,6,0
3067,4,12,4,0
3088,8,12,1,1
3086,4,12,4,0
3083,8,12,1,1
3920,4,12,4,0
3093,12,12,1,1
3947,6,12,2,0
3932,8,12,4,1
3900,4,12,4,0
3904,8,12,4,1
3908,4,12,1,0
3107,8,12,3,1
3100,4,12,4,0
3101,8,12,1,1
3149,4,12,6,0
3147,12,12,6,0
3154,4,12,6,0
3153,4,12,6,0
3150,6,12,1,0
3135,4,12,4,0
3127,12,12,3,1
3195,6,12,2,0
3172,4,12,1,0
3176,8,12,1,1
3160,12,12,3,1
2950,12,12,3,1
2956,8,12,1,1
536,6,12,6,0
1829,6,12,4,0
1812,6,12,1,0
2972,4,12,4,0
1847,6,12,6,0
516,4,12,3,0
522,8,12,3,1
1833,4,12,6,0
2969,8,12,2,1
2993,4,12,3,0
578,4,12,6,0
2997,4,12,6,0
579,4,12,4,0
586,6,12,1,0
587,8,12,2,1
556,6,12,2,0
554,6,12,4,0
568,6,12,4,0
1892,4,12,2,0
1851,8,12,2,1
2938,6,12,4,0
1887,4,12,2,0
4716,8,12,4,1
4717,8,12,4,1
1875,4,12,6,0
4611,4,12,4,0
4603,4,12,1,0
4607,8,12,2,1
4608,4,12,4,0
4634,8,12,2,1
4635,4,12,1,0
4639,6,12,2,0
4622,4,12,4,0
4627,4,12,3,0
4626,4,12,1,0
4646,6,12,1,0
4648,4,12,6,0
4677,6,12,4,0
4676,8,12,1,1
4664,4,12,5,0
4686,6,12,2,0
4696,4,12,5,0
4691,8,12,2,1
591,4,12,5,0
2851,6,12,1,0
2849,8,12,4,1
1714,8,12,2,1
400,4,12,1,0
2842,4,12,5,0
2840,8,12,2,1
2835,4,12,4,0
2823,8,12,1,1
2820,6,12,6,0
424,6,12,1,0
434,8,12,2,1
2896,6,12,4,0
430,12,12,5,0
438,8,12,1,1
2887,4,12,1,0
2872,4,12,6,0
2873,8,12,1,1
459,6,12,4,0
462,4,12,6,0
467,4,12,4,0
2869,4,12,1,0
1789,6,12,1,0
1791,74,12,1,0
1773,4,12,2,0
1775,6,12,6,0
2815,8,12,1,1
1770,8,12,4,1
2801,8,12,1,1
2808,8,12,1,1
1747,12,12,9,1
4538,8,12,4,1
4526,8,12,1,1
4524,6,12,4,0
487,6,12,4,0
481,4,12,4,0
4589,4,12,6,0
479,8,12,1,1
4576,73,12,1,1
4578,8,12,1,1
4567,4,12,4,0
2795,4,12,4,0
2794,4,12,1,0
4575,4,12,1,0
338,4,12,1,0
347,8,12,1,1
340,8,12,1,1
317,6,12,1,0
312,4,12,4,0
313,12,12,1,0
300,8,12,4,1
305,6,12,4,0
309,64,12,1,1
4929,4,12,6,0
4922,8,12,2,1
1623,4,12,4,0
1645,8,12,1,1
4952,6,12,6,0
1671,8,12,1,1
1659,8,12,4,1
1693,4,12,3,0
4901,8,12,4,1
1685,8,12,4,1
1681,6,12,2,0
1676,8,12,4,1
4915,6,12,4,0
1578,8,12,1,1
1579,8,12,4,1
1573,6,12,4,0
4884,4,12,6,0
1584,8,12,1,1
4894,8,12,3,1
4890,4,12,5,0
1599,6,12,1,0
4857,8,12,2,1
4846,8,12,2,1
4878,8,12,2,1
4869,8,12,4,1
391,4,12,1,0
390,4,12,2,0
394,4,12,2,0
388,8,12,1,1
386,6,12,2,0
371,6,12,4,0
377,8,12,2,1
208,6,12,1,0
4828,8,12,4,1
1527,4,12,3,0
4833,8,12,4,1
1511,4,12,1,0
1502,4,12,4,0
4805,6,12,2,0
1509,8,12,4,1
4811,8,12,1,1
4817,8,12,1,1
1568,4,12,4,0
1555,4,12,2,0
1551,4,12,4,0
1552,6,12,4,0
1543,4,12,1,0
1537,6,12,1,0
1532,60,12,1,0
1533,8,12,1,1
1534,8,12,4,1
1480,4,12,6,0
1482,4,12,3,0
1485,6,12,6,0
1453,8,12,2,1
4783,6,12,1,0
1467,4,12,5,0
4772,8,12,4,1
1471,6,12,1,0
4755,8,12,1,1
4753,8,12,1,1
1496,8,12,3,1
4729,6,12,6,0
4721,8,12,2,1
285,4,12,1,0
283,4,12,4,0
289,4,12,4,0
270,4,12,1,0
5833,8,12,1,1
279,12,12,5,0
5823,4,12,6,0
296,8,12,2,1
5815,6,12,1,0
5811,4,12,2,0
299,6,12,1,0
237,6,12,2,0
262,6,12,4,0
5861,8,12,2,1
258,4,12,4,0
5859,12,12,5,0
254,8,12,1,1
253,8,12,4,1
1421,12,12,3,0
1428,4,12,4,0
1429,8,12,1,1
938,8,12,1,1
911,6,12,1,0
1451,6,12,4,0
977,8,12,2,1
1409,6,12,4,0
4295,8,12,3,1
5801,8,12,4,1
5800,4,12,4,0
998,8,12,4,1
2508,8,12,2,1
2519,6,12,6,0
2515,4,12,1,0
2514,6,12,1,0
2534,77,12,1,1
2532,4,12,2,0
4206,4,12,4,0
5737,8,12,2,1
2439,4,12,6,0
2441,6,12,2,0
4213,4,12,5,0
2421,8,12,2,1
2423,4,12,2,0
4222,6,12,4,0
5754,8,12,4,1
2455,6,12,2,0
4227,8,12,2,1
2459,8,12,4,1
2458,6,12,6,0
5762,4,12,6,0
4235,6,12,4,0
4236,12,12,3,0
4249,6,12,4,0
2476,8,12,1,1
2475,4,12,4,0
4255,6,12,4,0
5708,4,12,1,0
5704,6,12,2,0
5701,4,12,2,0
2467,4,12,2,0
4268,6,12,2,0
5714,8,12,4,1
5716,8,12,4,1
4277,6,12,4,0
2486,12,12,1,1
5725,8,12,1,1
4283,8,12,4,1
4284,4,12,5,0
2492,8,12,4,1
1388,8,12,1,1
1387,4,12,6,0
1375,4,12,4,0
5785,4,12,4,0
1348,6,12,1,0
1365,4,12,1,0
1355,6,12,1,0
1357,4,12,2,0
1319,6,12,4,0
1313,4,12,4,0
1327,8,12,2,1
810,8,12,3,1
830,6,12,1,0
868,8,12,2,1
867,8,12,1,1
852,6,12,6,0
857,6,12,4,0
885,4,12,5,0
881,4,12,1,0
4192,4,12,4,0
4174,8,12,4,1
4169,6,12,4,0
2404,4,12,4,0
2400,8,12,4,1
2413,6,12,4,0
2417,4,12,4,0
2342,4,12,2,0
2341,4,12,4,0
5641,8,12,1,1
4115,4,12,3,0
4117,8,12,1,1
5649,8,12,1,1
2327,8,12,2,1
5610,64,12,4,1
5620,4,12,1,0
2303,8,12,3,1
4101,8,12,1,1
2376,8,12,1,1
4150,8,12,2,1
2369,4,12,4,0
4160,12,12,3,0
4164,6,12,2,0
4167,6,12,6,0
2359,4,12,4,0
4129,8,12,1,1
2357,4,12,6,0
4132,83,12,1,0
2361,59,12,5,0
2349,4,12,1,0
4137,4,12,1,0
2344,6,12,1,0
1299,6,12,4,0
4140,6,12,4,0
1274,4,12,4,0
1275,8,12,4,1
1268,8,12,1,1
5699,6,12,6,0
5698,4,12,6,0
2397,4,12,2,0
2396,6,12,1,0
2389,8,12,3,1
1255,4,12,3,0
1254,8,12,3,1
5681,12,12,5,0
5680,6,12,4,0
1243,8,12,2,1
5677,8,12,2,1
1240,8,12,2,1
1238,12,12,3,0
1239,4,12,1,0
1228,8,12,1,1
5672,4,12,6,0
5674,4,12,6,0
1210,8,12,4,1
904,4,12,1,0
732,8,12,1,1
720,8,12,1,1
710,4,12,4,0
703,6,12,6,0
1200,4,12,3,0
2748,4,12,3,0
2740,6,12,1,0
2756,6,12,6,0
799,8,12,2,1
793,4,12,1,0
2774,8,12,4,1
2782,12,12,3,0
786,6,12,4,0
789,4,12,4,0
2704,12,12,2,0
2707,8,12,4,1
2724,6,12,1,0
765,6,12,6,0
2722,8,12,2,1
768,6,12,4,0
754,8,12,4,1
753,4,12,4,0
4496,8,12,4,1
4488,8,12,2,1
1184,4,12,4,0
1182,4,12,4,0
2679,6,12,6,0
2678,4,12,4,0
2667,8,12,2,1
2664,4,12,1,0
4473,8,12,1,1
4481,4,12,4,0
4485,4,12,5,0
4477,6,12,6,0
2688,6,12,6,0
5526,6,12,1,0
1103,60,12,6,0
5542,8,12,2,1
5541,12,12,4,0
5548,4,12,4,0
5545,8,12,1,1
4413,6,12,4,0
5546,4,12,2,0
5552,6,12,4,0
1122,4,12,5,0
4427,6,12,6,0
5564,4,12,6,0
4430,6,12,4,0
4434,4,12,4,0
1113,6,12,1,0
4439,4,12,3,0
4437,4,12,3,0
1149,8,12,1,1
1145,4,12,4,0
5580,8,12,1,1
5581,6,12,4,0
5588,4,12,4,0
1135,8,12,2,1
1171,4,12,4,0
1175,4,12,3,0
609,4,12,3,0
604,8,12,1,1
622,8,12,2,1
621,8,12,1,1
624,8,12,2,1
611,12,12,9,1
615,64,12,4,1
688,4,12,5,0
2649,4,12,4,0
671,4,12,3,0
2659,4,12,4,0
679,4,12,1,0
696,4,12,3,0
2631,8,12,2,1
2639,4,12,6,0
691,6,12,4,0
2600,8,12,4,1
635,4,12,1,0
634,4,12,6,0
631,4,12,6,0
667,12,12,5,0
650,6,12,4,0
1093,4,12,5,0
4393,4,12,4,0
1099,4,12,3,0
4389,8,12,1,1
1073,6,12,4,0
4385,8,12,4,1
1066,4,12,4,0
1065,8,12,3,1
1059,6,12,4,0
4351,4,12,6,0
4355,4,12,4,0
2583,8,12,1,1
2577,8,12,2,1
2574,4,12,2,0
4349,8,12,1,1
4364,4,12,3,0
2565,8,12,1,1
2561,6,12,4,0
2559,6,12,4,0
4323,12,12,2,1
4324,4,12,4,0
2541,8,12,2,1
4335,74,12,5,0
2544,8,12,4,1
4302,8,12,4,1
5435,6,12,4,0
4303,8,12,2,1
1007,6,12,6,0
5438,4,12,5,0
1006,4,12,2,0
1009,4,12,1,0
1011,60,12,2,0
4315,8,12,2,1
5449,8,12,4,1
5417,8,12,2,1
5414,6,12,6,0
5420,6,12,4,0
5429,8,12,4,1
5432,8,12,3,1
5479,8,12,2,1
1046,8,12,1,1
1052,8,12,2,1
5490,8,12,4,1
1027,4,12,4,0
1026,6,12,4,0
5464,6,12,6,0
1031,4,12,2,0
5462,8,12,3,1
5468,8,12,1,1
5475,8,12,3,1
5376,4,12,6,0
5368,12,12,9,1
5362,4,12,5,0
5366,8,12,9,1
5359,8,12,4,1
5343,4,12,6,0
5320,8,12,3,1
5310,12,12,3,1
5305,4,12,2,0
5304,6,12,2,0
5392,8,12,4,1
5233,8,12,2,1
5231,12,12,3,1
5223,4,12,3,0
5217,4,12,4,0
5244,8,12,4,1
5211,4,12,4,0
5204,4,12,1,0
5201,6,12,4,0
5268,4,12,6,0
5270,4,12,4,0
5272,8,12,2,1
5273,12,12,4,0
5281,4,12,4,0
5283,6,12,2,0
5298,4,12,1,0
5129,4,12,4,0
5125,8,12,3,1
5106,8,12,1,1
5107,8,12,1,1
4040,4,12,1,0
4047,6,12,6,0
4038,6,12,2,0
4028,4,12,6,0
4019,8,12,3,1
4015,4,12,4,0
4013,6,12,4,0
4005,6,12,6,0
4001,4,12,5,0
4071,4,12,3,0
4078,6,12,6,0
4084,6,12,2,0
4052,8,12,4,1
4057,4,12,2,0
4056,8,12,4,1
4066,8,12,2,1
4069,4,12,2,0
5172,8,12,4,1
5142,6,12,4,0
5145,8,12,2,1
5138,8,12,2,1
5190,6,12,4,0
5022,8,12,4,1
5030,4,12,5,0
5051,8,12,4,1
5058,8,12,1,1
5061,8,12,1,1
5076,6,12,1,0
5081,4,12,3,0
5093,8,12,2,1
1987,8,12,3,1
1915,8,12,1,1
1916,6,12,2,0
1911,6,12,4,0
1935,4,12,6,0
1933,8,12,1,1
1949,6,12,1,0
1948,4,12,6,0
1943,8,12,1,1
1951,4,12,4,0
1968,4,12,2,0
1962,8,12,4,1
2931,8,20,7,1
2858,12,20,7,1
1741,12,20,7,1
1565,12,20,7,1
2364,82,20,7,0
1241,12,20,7,0
1230,82,20,7,0
672,12,20,7,0
4350,8,20,7,1
5033,8,20,7,1
5036,82,20,7,0
1952,12,20,7,0
58,24,43,2,0
3288,36,43,2,1
3296,24,43,2,0
3202,24,43,2,0
2158,24,43,3,0
3449,36,43,2,1
3653,36,43,2,1
157,36,43,2,1
186,24,43,3,0
125,24,43,2,0
