arret_id,trajet_id,heure_depart,stop_sequence,terminus
21215,2379690,1032,1,0
21396,2379690,1032,2,0
21096,2379690,1032,3,0
20963,2379690,1035,4,0
21401,2379690,1037,5,0
20959,2379690,1038,6,0
21087,2379690,1039,7,0
21010,2379690,1045,8,0
21017,2379690,1046,9,0
21019,2379690,1048,10,0
21013,2379690,1050,11,0
21021,2379690,1050,12,0
21015,2379690,1052,13,0
20080,2379690,1056,14,0
20110,2379690,1067,15,0
20196,2379690,1068,16,0
21212,2379690,1070,17,1
21215,2379691,1092,1,0
21396,2379691,1092,2,0
21096,2379691,1092,3,0
20963,2379691,1095,4,0
21401,2379691,1097,5,0
20959,2379691,1098,6,0
21087,2379691,1099,7,0
21010,2379691,1105,8,0
21017,2379691,1106,9,0
21019,2379691,1108,10,0
21013,2379691,1110,11,0
21021,2379691,1110,12,0
21015,2379691,1112,13,0
20080,2379691,1116,14,0
20110,2379691,1127,15,0
20196,2379691,1128,16,0
21212,2379691,1130,17,1
21215,2379692,1152,1,0
21396,2379692,1152,2,0
21096,2379692,1152,3,0
20963,2379692,1155,4,0
21401,2379692,1157,5,0
20959,2379692,1158,6,0
21087,2379692,1159,7,0
21010,2379692,1165,8,0
21017,2379692,1166,9,0
21019,2379692,1168,10,0
21013,2379692,1170,11,0
21021,2379692,1170,12,0
21015,2379692,1172,13,0
20080,2379692,1176,14,0
20110,2379692,1187,15,0
20196,2379692,1188,16,0
21212,2379692,1190,17,1
21209,2379693,450,1,0
20197,2379693,451,2,0
20111,2379693,453,3,0
21023,2379693,463,4,0
21014,2379693,464,5,0
21020,2379693,466,6,0
21012,2379693,467,7,0
21018,2379693,469,8,0
21016,2379693,470,9,0
21103,2379693,471,10,0
21088,2379693,479,11,0
21100,2379693,479,12,0
21402,2379693,479,13,0
20964,2379693,482,14,0
21097,2379693,485,15,0
21397,2379693,485,16,0
21215,2379693,486,17,1
21209,2379694,750,1,0
20197,2379694,751,2,0
20111,2379694,753,3,0
21023,2379694,763,4,0
21014,2379694,764,5,0
21020,2379694,766,6,0
21012,2379694,767,7,0
21018,2379694,769,8,0
21016,2379694,770,9,0
21103,2379694,771,10,0
21088,2379694,779,11,0
21100,2379694,779,12,0
21402,2379694,779,13,0
20964,2379694,782,14,0
21097,2379694,785,15,0
21397,2379694,785,16,0
21215,2379694,786,17,1
21209,2379695,930,1,0
20197,2379695,931,2,0
20111,2379695,933,3,0
21023,2379695,943,4,0
21014,2379695,944,5,0
21020,2379695,946,6,0
21012,2379695,947,7,0
21018,2379695,949,8,0
21016,2379695,950,9,0
21103,2379695,951,10,0
21088,2379695,959,11,0
21100,2379695,959,12,0
21402,2379695,959,13,0
20964,2379695,962,14,0
21097,2379695,965,15,0
21397,2379695,965,16,0
21215,2379695,966,17,1
21209,2379697,1050,1,0
20197,2379697,1051,2,0
20111,2379697,1053,3,0
21023,2379697,1063,4,0
21014,2379697,1064,5,0
21020,2379697,1066,6,0
21012,2379697,1067,7,0
21018,2379697,1069,8,0
21016,2379697,1070,9,0
21103,2379697,1071,10,0
21088,2379697,1079,11,0
21100,2379697,1079,12,0
21402,2379697,1079,13,0
20964,2379697,1082,14,0
21097,2379697,1085,15,0
21397,2379697,1085,16,0
21215,2379697,1086,17,1
21209,2379696,990,1,0
20197,2379696,991,2,0
20111,2379696,993,3,0
21023,2379696,1003,4,0
21014,2379696,1004,5,0
21020,2379696,1006,6,0
21012,2379696,1007,7,0
21018,2379696,1009,8,0
21016,2379696,1010,9,0
21103,2379696,1011,10,0
21088,2379696,1019,11,0
21100,2379696,1019,12,0
21402,2379696,1019,13,0
20964,2379696,1022,14,0
21097,2379696,1025,15,0
21397,2379696,1025,16,0
21215,2379696,1026,17,1
21215,2379699,304,1,0
21396,2379699,304,2,0
21096,2379699,304,3,0
20963,2379699,307,4,0
21401,2379699,309,5,0
20959,2379699,310,6,0
21087,2379699,311,7,0
21010,2379699,317,8,0
21017,2379699,318,9,0
21019,2379699,320,10,0
21013,2379699,322,11,0
21021,2379699,322,12,0
21015,2379699,324,13,0
20080,2379699,328,14,0
20110,2379699,339,15,0
20196,2379699,340,16,0
21212,2379699,342,17,1
21209,2379698,1110,1,0
20197,2379698,1111,2,0
20111,2379698,1113,3,0
21023,2379698,1123,4,0
21014,2379698,1124,5,0
21020,2379698,1126,6,0
21012,2379698,1127,7,0
21018,2379698,1129,8,0
21016,2379698,1130,9,0
21103,2379698,1131,10,0
21088,2379698,1139,11,0
21100,2379698,1139,12,0
