arret_id,trajet_id,heure_depart,stop_sequence,terminus
20508,4,555,1,0
20510,4,555,2,0
20506,4,556,3,0
20504,4,556,4,0
20500,4,558,5,0
20498,4,558,6,0
20496,4,559,7,0
20494,4,561,8,0
20492,4,562,9,0
20513,4,563,10,0
20491,4,564,11,0
20489,4,565,12,0
20486,4,566,13,0
20484,4,567,14,0
20482,4,568,15,0
20480,4,568,16,0
20514,4,572,17,0
20516,4,573,18,0
20350,4,574,19,0
20292,4,576,20,0
21190,4,578,21,0
21189,4,581,22,0
20008,4,583,23,0
20107,4,587,24,0
20020,4,589,25,0
20165,4,591,26,0
20102,4,592,27,0
20100,4,594,28,0
20518,4,595,29,0
20475,4,596,30,0
20473,4,597,31,0
20471,4,598,32,0
20388,4,599,33,0
20386,4,599,34,0
20384,4,600,35,0
20382,4,601,36,0
20519,4,603,37,0
20476,4,604,38,1
20508,40,777,1,0
20510,40,777,2,0
20506,40,778,3,0
20504,40,778,4,0
20500,40,780,5,0
20498,40,780,6,0
20496,40,781,7,0
20494,40,783,8,0
20492,40,784,9,0
20513,40,785,10,0
20491,40,786,11,0
20489,40,787,12,0
20486,40,788,13,0
20484,40,788,14,0
20482,40,789,15,0
20480,40,790,16,0
20514,40,793,17,0
20516,40,794,18,0
20350,40,795,19,0
20292,40,796,20,0
21190,40,798,21,0
21189,40,801,22,0
20008,40,803,23,0
20107,40,805,24,0
20020,40,807,25,0
20165,40,808,26,0
20102,40,809,27,0
20100,40,811,28,0
20518,40,812,29,0
20475,40,813,30,0
20473,40,814,31,0
20471,40,815,32,0
20388,40,815,33,0
20386,40,816,34,0
20384,40,817,35,0
20382,40,817,36,0
20519,40,819,37,0
20476,40,820,38,1
20009,83,730,1,0
20110,83,733,2,0
21191,83,736,3,0
20478,83,741,4,0
20512,83,746,5,0
20493,83,746,6,0
20495,83,748,7,0
20497,83,749,8,0
20499,83,750,9,0
20501,83,750,10,0
20505,83,752,11,0
20507,83,752,12,0
20508,83,754,13,1
20009,81,645,1,0
20110,81,647,2,0
21191,81,649,3,0
20478,81,652,4,0
20481,81,653,5,0
20483,81,654,6,0
20485,81,655,7,0
