arret_id,trajet_id,heure_depart,stop_sequence,terminus
20935,2379857,477,1,0
20933,2379857,478,2,0
20931,2379857,479,3,0
21231,2379857,480,4,0
20910,2379857,480,5,0
20908,2379857,482,6,0
20466,2379857,483,7,0
20468,2379857,484,8,0
20470,2379857,485,9,0
20472,2379857,487,10,0
20474,2379857,489,11,0
20136,2379857,491,12,0
20099,2379857,495,13,0
20024,2379857,497,14,0
21229,2379857,500,15,0
20291,2379857,502,16,0
20196,2379857,503,17,0
21210,2379857,505,18,1
20935,2379856,390,1,0
20933,2379856,391,2,0
20931,2379856,392,3,0
21231,2379856,393,4,0
20910,2379856,393,5,0
20908,2379856,395,6,0
20466,2379856,396,7,0
20468,2379856,397,8,0
20470,2379856,397,9,0
20472,2379856,398,10,0
20474,2379856,399,11,0
20136,2379856,400,12,0
20099,2379856,402,13,0
20024,2379856,404,14,0
21229,2379856,408,15,0
20291,2379856,411,16,0
20196,2379856,413,17,0
21210,2379856,415,18,1
20935,2379855,310,1,0
20933,2379855,311,2,0
20931,2379855,312,3,0
21231,2379855,313,4,0
20910,2379855,313,5,0
20908,2379855,315,6,0
20466,2379855,316,7,0
20468,2379855,317,8,0
20470,2379855,317,9,0
20472,2379855,318,10,0
20474,2379855,319,11,0
20136,2379855,320,12,0
20099,2379855,322,13,0
20024,2379855,324,14,0
21229,2379855,328,15,0
20291,2379855,331,16,0
20196,2379855,333,17,0
21210,2379855,335,18,1
21211,2379854,1085,1,0
20197,2379854,1086,2,0
20111,2379854,1089,3,0
21230,2379854,1093,4,0
20165,2379854,1094,5,0
20102,2379854,1095,6,0
20100,2379854,1097,7,0
20518,2379854,1098,8,0
20475,2379854,1098,9,0
20473,2379854,1099,10,0
20471,2379854,1100,11,0
20469,2379854,1101,12,0
20467,2379854,1101,13,0
20909,2379854,1103,14,0
20911,2379854,1104,15,0
21232,2379854,1104,16,0
20932,2379854,1106,17,0
20934,2379854,1107,18,0
20935,2379854,1110,19,1
21211,2379853,1025,1,0
20197,2379853,1026,2,0
20111,2379853,1029,3,0
21230,2379853,1033,4,0
20165,2379853,1034,5,0
20102,2379853,1035,6,0
20100,2379853,1037,7,0
20518,2379853,1038,8,0
20475,2379853,1038,9,0
20473,2379853,1039,10,0
20471,2379853,1040,11,0
20469,2379853,1041,12,0
20467,2379853,1041,13,0
20909,2379853,1043,14,0
20911,2379853,1044,15,0
21232,2379853,1044,16,0
20932,2379853,1046,17,0
20934,2379853,1047,18,0
20935,2379853,1050,19,1
21211,2379852,735,1,0
20197,2379852,736,2,0
20111,2379852,739,3,0
21230,2379852,743,4,0
20165,2379852,744,5,0
20102,2379852,745,6,0
20100,2379852,747,7,0
20518,2379852,748,8,0
20475,2379852,748,9,0
20473,2379852,749,10,0
20471,2379852,750,11,0
20469,2379852,751,12,0
20467,2379852,751,13,0
20909,2379852,753,14,0
20911,2379852,754,15,0
21232,2379852,754,16,0
20932,2379852,756,17,0
20934,2379852,757,18,0
20935,2379852,760,19,1
21211,2379851,480,1,0
20197,2379851,481,2,0
20111,2379851,484,3,0
21230,2379851,488,4,0
20165,2379851,489,5,0
20102,2379851,490,6,0
20100,2379851,492,7,0
20518,2379851,493,8,0
20475,2379851,493,9,0
20473,2379851,494,10,0
20471,2379851,495,11,0
20469,2379851,496,12,0
20467,2379851,496,13,0
20909,2379851,498,14,0
20911,2379851,499,15,0
21232,2379851,499,16,0
20932,2379851,501,17,0
20934,2379851,502,18,0
20935,2379851,505,19,1
20935,2379850,1055,1,0
20933,2379850,1056,2,0
20931,2379850,1057,3,0
21231,2379850,1058,4,0
20910,2379850,1058,5,0
20908,2379850,1060,6,0
20466,2379850,1061,7,0
20468,2379850,1062,8,0
20470,2379850,1062,9,0
20472,2379850,1064,10,0
20474,2379850,1064,11,0
20136,2379850,1065,12,0
20099,2379850,1068,13,0
20024,2379850,1070,14,0
21229,2379850,1073,15,0
20291,2379850,1076,16,0
20196,2379850,1078,17,0
21210,2379850,1080,18,1
20935,2379859,630,1,0
20933,2379859,631,2,0
20931,2379859,632,3,0
21231,2379859,633,4,0
20910,2379859,633,5,0
20908,2379859,635,6,0
20466,2379859,636,7,0
20468,2379859,637,8,0
20470,2379859,637,9,0
20472,2379859,639,10,0
20474,2379859,639,11,0
20136,2379859,640,12,0
20099,2379859,643,13,0
20024,2379859,645,14,0
21229,2379859,648,15,0
20291,2379859,651,16,0
20196,2379859,653,17,0
21210,2379859,655,18,1
20935,2379858,570,1,0
20933,2379858,571,2,0
20931,2379858,572,3,0
21231,2379858,573,4,0
20910,2379858,573,5,0
20908,2379858,575,6,0
20466,2379858,576,7,0
20468,2379858,577,8,0
20470,2379858,577,9,0
20472,2379858,579,10,0
20474,2379858,579,11,0
20136,2379858,580,12,0
20099,2379858,583,13,0
20024,2379858,585,14,0
21229,2379858,589,15,0
20291,2379858,592,16,0
20196,2379858,593,17,0
21210,2379858,595,18,1
20935,2379860,690,1,0
20933,2379860,691,2,0
20931,2379860,692,3,0
21231,2379860,693,4,0
20910,2379860,693,5,0
20908,2379860,695,6,0
20466,2379860,696,7,0
20468,2379860,697,8,0
20470,2379860,697,9,0
20472,2379860,699,10,0
20474,2379860,699,11,0
20136,2379860,700,12,0
20099,2379860,703,13,0
20024,2379860,705,14,0
21229,2379860,708,15,0
20291,2379860,711,16,0
20196,2379860,713,17,0
21210,2379860,715,18,1
20935,2379866,1170,1,0
20933,2379866,1171,2,0
20931,2379866,1172,3,0
21231,2379866,1173,4,0
20910,2379866,1173,5,0
20908,2379866,1175,6,0
20466,2379866,1176,7,0
20468,2379866,1177,8,0
20470,2379866,1177,9,0
20472,2379866,1178,10,0
20474,2379866,1179,11,0
20136,2379866,1180,12,0
20099,2379866,1182,13,0
20024,2379866,1184,14,0
21229,2379866,1188,15,0
20291,2379866,1191,16,0
20196,2379866,1193,17,0
21210,2379866,1195,18,1
20935,2379865,1110,1,0
20933,2379865,1111,2,0
20931,2379865,1112,3,0
21231,2379865,1113,4,0
20910,2379865,1113,5,0
20908,2379865,1115,6,0
20466,2379865,1116,7,0
20468,2379865,1117,8,0
20470,2379865,1117,9,0
20472,2379865,1119,10,0
20474,2379865,1119,11,0
20136,2379865,1120,12,0
20099,2379865,1123,13,0
20024,2379865,1125,14,0
21229,2379865,1128,15,0
20291,2379865,1131,16,0
20196,2379865,1133,17,0
21210,2379865,1135,18,1
21211,2379868,365,1,0
20197,2379868,366,2,0
20111,2379868,369,3,0
21230,2379868,373,4,0
20165,2379868,374,5,0
20102,2379868,375,6,0
20100,2379868,377,7,0
20518,2379868,378,8,0
20475,2379868,378,9,0
20473,2379868,379,10,0
20471,2379868,380,11,0
20469,2379868,381,12,0
20467,2379868,381,13,0
20909,2379868,383,14,0
20911,2379868,384,15,0
21232,2379868,384,16,0
20932,2379868,386,17,0
20934,2379868,387,18,0
20935,2379868,390,19,1
20935,2379867,1230,1,0
20933,2379867,1231,2,0
20931,2379867,1232,3,0
21231,2379867,1233,4,0
20910,2379867,1233,5,0
20908,2379867,1235,6,0
20466,2379867,1236,7,0
20468,2379867,1237,8,0
20470,2379867,1237,9,0
20472,2379867,1238,10,0
20474,2379867,1239,11,0
20136,2379867,1240,12,0
20099,2379867,1242,13,0
20024,2379867,1244,14,0
21229,2379867,1248,15,0
20291,2379867,1251,16,0
20196,2379867,1253,17,0
21210,2379867,1255,18,1
20935,2379862,900,1,0
20933,2379862,901,2,0
20931,2379862,902,3,0
21231,2379862,903,4,0
20910,2379862,903,5,0
20908,2379862,905,6,0
20466,2379862,906,7,0
20468,2379862,907,8,0
20470,2379862,907,9,0
20472,2379862,909,10,0
20474,2379862,909,11,0
20136,2379862,910,12,0
20099,2379862,913,13,0
20024,2379862,915,14,0
21229,2379862,918,15,0
20291,2379862,921,16,0
20196,2379862,923,17,0
21210,2379862,925,18,1
20935,2379861,750,1,0
20933,2379861,751,2,0
20931,2379861,752,3,0
21231,2379861,753,4,0
20910,2379861,753,5,0
20908,2379861,755,6,0
20466,2379861,756,7,0
20468,2379861,757,8,0
20470,2379861,757,9,0
20472,2379861,759,10,0
20474,2379861,759,11,0
20136,2379861,760,12,0
