arret_id,trajet_id,heure_depart,stop_sequence,terminus
20073,2383900,447,1,0
20076,2383900,450,2,0
20897,2383900,454,3,0
21029,2383900,455,4,0
20899,2383900,456,5,1
20073,2383902,573,1,0
20076,2383902,576,2,0
20897,2383902,580,3,0
21029,2383902,581,4,0
20899,2383902,582,5,1
20073,2383901,508,1,0
20076,2383901,511,2,0
20897,2383901,515,3,0
21029,2383901,516,4,0
20899,2383901,517,5,1
20899,2383925,1101,1,0
21030,2383925,1101,2,0
20898,2383925,1103,3,0
20076,2383925,1106,4,0
20072,2383925,1109,5,1
20899,2383920,612,1,0
21030,2383920,612,2,0
20898,2383920,614,3,0
20076,2383920,617,4,0
20072,2383920,620,5,1
20899,2383921,711,1,0
21030,2383921,711,2,0
20898,2383921,713,3,0
20076,2383921,716,4,0
20072,2383921,719,5,1
20899,2383922,816,1,0
21030,2383922,816,2,0
20898,2383922,818,3,0
20076,2383922,821,4,0
20072,2383922,824,5,1
20899,2383923,891,1,0
21030,2383923,891,2,0
20898,2383923,893,3,0
20076,2383923,896,4,0
20072,2383923,899,5,1
20899,2383924,990,1,0
21030,2383924,990,2,0
20898,2383924,992,3,0
20076,2383924,995,4,0
20072,2383924,998,5,1
20073,2383915,868,1,0
20076,2383915,871,2,0
20897,2383915,875,3,0
21029,2383915,876,4,0
20899,2383915,877,5,1
20073,2383914,765,1,0
20076,2383914,768,2,0
20897,2383914,772,3,0
21029,2383914,773,4,0
20899,2383914,774,5,1
20073,2383917,1068,1,0
20076,2383917,1071,2,0
20897,2383917,1075,3,0
21029,2383917,1076,4,0
20899,2383917,1077,5,1
20073,2383916,967,1,0
20076,2383916,970,2,0
20897,2383916,974,3,0
21029,2383916,975,4,0
20899,2383916,976,5,1
20899,2383919,511,1,0
21030,2383919,511,2,0
20898,2383919,513,3,0
20076,2383919,517,4,0
20072,2383919,520,5,1
20073,2383918,1176,1,0
20076,2383918,1179,2,0
20897,2383918,1183,3,0
21029,2383918,1184,4,0
20899,2383918,1185,5,1
20073,2383912,570,1,0
20076,2383912,573,2,0
20897,2383912,577,3,0
21029,2383912,578,4,0
20899,2383912,579,5,1
20073,2383913,670,1,0
20076,2383913,673,2,0
20897,2383913,677,3,0
21029,2383913,678,4,0
20899,2383913,679,5,1
20073,2383910,1176,1,0
20076,2383910,1179,2,0
20897,2383910,1183,3,0
21029,2383910,1184,4,0
20899,2383910,1185,5,1
20073,2383911,1249,1,0
20076,2383911,1252,2,0
20897,2383911,1256,3,0
21029,2383911,1257,4,0
20899,2383911,1258,5,1
20073,2383906,815,1,0
20076,2383906,818,2,0
