arret_id,trajet_id,heure_depart,stop_sequence,terminus
20879,438745,470,1,0
20878,438745,473,2,0
20876,438745,475,3,0
20874,438745,476,4,0
20872,438745,477,5,0
20870,438745,480,6,0
20880,438745,481,7,0
21099,438745,481,8,0
20886,438745,487,9,0
20607,438745,490,10,0
20609,438745,491,11,0
20611,438745,492,12,0
20613,438745,494,13,0
20039,438745,495,14,0
20037,438745,496,15,0
20035,438745,496,16,0
20033,438745,497,17,0
20031,438745,499,18,0
20029,438745,499,19,0
20330,438745,500,20,0
20196,438745,503,21,0
21212,438745,505,22,1
20879,438744,435,1,0
20878,438744,438,2,0
20876,438744,440,3,0
20874,438744,441,4,0
20872,438744,442,5,0
20870,438744,445,6,0
20880,438744,446,7,0
21099,438744,446,8,0
20886,438744,452,9,0
20607,438744,455,10,0
20609,438744,456,11,0
20611,438744,457,12,0
20613,438744,459,13,0
20039,438744,460,14,0
20037,438744,461,15,0
20035,438744,461,16,0
20033,438744,462,17,0
20031,438744,464,18,0
20029,438744,464,19,0
20330,438744,465,20,0
20196,438744,468,21,0
21212,438744,470,22,1
20879,438746,500,1,0
20878,438746,503,2,0
20876,438746,505,3,0
20874,438746,506,4,0
20872,438746,507,5,0
20870,438746,510,6,0
20880,438746,511,7,0
21099,438746,511,8,0
20886,438746,517,9,0
20607,438746,520,10,0
20609,438746,521,11,0
20611,438746,522,12,0
20613,438746,524,13,0
20039,438746,525,14,0
20037,438746,526,15,0
20035,438746,526,16,0
20033,438746,527,17,0
20031,438746,529,18,0
20029,438746,529,19,0
20330,438746,530,20,0
20196,438746,533,21,0
21212,438746,535,22,1
20879,438747,740,1,0
20878,438747,743,2,0
20876,438747,745,3,0
20874,438747,746,4,0
20872,438747,747,5,0
20870,438747,750,6,0
20880,438747,751,7,0
21099,438747,751,8,0
20886,438747,757,9,0
20607,438747,760,10,0
20609,438747,761,11,0
20611,438747,762,12,0
20613,438747,764,13,0
20039,438747,765,14,0
20037,438747,766,15,0
20035,438747,766,16,0
20033,438747,767,17,0
20031,438747,769,18,0
20029,438747,769,19,0
20330,438747,770,20,0
20196,438747,773,21,0
21212,438747,775,22,1
20879,438748,800,1,0
20878,438748,803,2,0
20876,438748,805,3,0
20874,438748,806,4,0
20872,438748,807,5,0
20870,438748,810,6,0
20880,438748,811,7,0
21099,438748,811,8,0
20886,438748,817,9,0
20607,438748,820,10,0
20609,438748,821,11,0
20611,438748,822,12,0
20613,438748,824,13,0
20039,438748,825,14,0
20037,438748,826,15,0
20035,438748,826,16,0
20033,438748,827,17,0
20031,438748,829,18,0
20029,438748,829,19,0
20330,438748,830,20,0
20196,438748,833,21,0
21212,438748,835,22,1
20879,438749,950,1,0
20878,438749,953,2,0
20876,438749,955,3,0
20874,438749,956,4,0
20872,438749,957,5,0
20870,438749,960,6,0
20880,438749,961,7,0
21099,438749,961,8,0
20886,438749,967,9,0
20607,438749,970,10,0
20609,438749,971,11,0
20611,438749,972,12,0
20613,438749,974,13,0
20039,438749,975,14,0
20037,438749,976,15,0
20035,438749,976,16,0
20033,438749,977,17,0
20031,438749,979,18,0
20029,438749,979,19,0
20330,438749,980,20,0
20196,438749,983,21,0
21212,438749,985,22,1
20879,438750,1010,1,0
20878,438750,1013,2,0
20876,438750,1015,3,0
20874,438750,1016,4,0
20872,438750,1017,5,0
20870,438750,1020,6,0
20880,438750,1021,7,0
21099,438750,1021,8,0
20886,438750,1027,9,0
20607,438750,1030,10,0
20609,438750,1031,11,0
20611,438750,1032,12,0
20613,438750,1034,13,0
20039,438750,1035,14,0
20037,438750,1036,15,0
20035,438750,1036,16,0
20033,438750,1037,17,0
20031,438750,1039,18,0
20029,438750,1039,19,0
20330,438750,1040,20,0
20196,438750,1043,21,0
21212,438750,1045,22,1
20879,438752,555,1,0
20878,438752,558,2,0
20876,438752,560,3,0
20874,438752,561,4,0
20872,438752,562,5,0
20870,438752,565,6,0
20880,438752,566,7,0
21099,438752,566,8,0
20592,438752,572,9,0
20590,438752,573,10,0
20588,438752,573,11,0
20586,438752,574,12,0
21551,438752,574,13,0
20601,438752,577,14,0
20607,438752,580,15,0
20609,438752,581,16,0
20611,438752,582,17,0
20613,438752,584,18,0
20039,438752,585,19,0
20037,438752,586,20,0
20035,438752,586,21,0
20033,438752,587,22,0
20031,438752,589,23,0
20029,438752,589,24,0
20330,438752,590,25,0
20196,438752,593,26,0
21212,438752,595,27,1
20879,438751,1040,1,0
20878,438751,1043,2,0
20876,438751,1045,3,0
20874,438751,1046,4,0
20872,438751,1047,5,0
20870,438751,1050,6,0
20880,438751,1051,7,0
21099,438751,1051,8,0
20886,438751,1057,9,0
20607,438751,1060,10,0
20609,438751,1061,11,0
20611,438751,1062,12,0
20613,438751,1064,13,0
20039,438751,1065,14,0
20037,438751,1066,15,0
20035,438751,1066,16,0
20033,438751,1067,17,0
20031,438751,1069,18,0
20029,438751,1069,19,0
20330,438751,1070,20,0
20196,438751,1073,21,0
21212,438751,1075,22,1
21209,438754,515,1,0
20197,438754,516,2,0
20331,438754,518,3,0
20028,438754,520,4,0
20030,438754,521,5,0
20032,438754,522,6,0
20034,438754,523,7,0
20036,438754,524,8,0
20614,438754,524,9,0
20612,438754,526,10,0
20610,438754,526,11,0
20608,438754,529,12,0
20606,438754,529,13,0
20885,438754,532,14,0
21098,438754,537,15,0
20805,438754,538,16,0
20869,438754,538,17,0
20871,438754,541,18,0
20873,438754,542,19,0
20875,438754,543,20,0
20877,438754,545,21,0
20879,438754,548,22,1
20879,438753,825,1,0
20878,438753,828,2,0
20876,438753,830,3,0
20874,438753,831,4,0
20872,438753,832,5,0
20870,438753,835,6,0
20880,438753,836,7,0
21099,438753,836,8,0
20592,438753,842,9,0
20590,438753,843,10,0
20588,438753,843,11,0
20586,438753,844,12,0
21551,438753,844,13,0
20601,438753,847,14,0
20607,438753,850,15,0
20609,438753,851,16,0
20611,438753,852,17,0
20613,438753,854,18,0
20039,438753,855,19,0
20037,438753,856,20,0
20035,438753,856,21,0
20033,438753,857,22,0
20031,438753,859,23,0
20029,438753,859,24,0
