arret_id,trajet_id,heure_depart,stop_sequence,terminus
20320,613106,1049,1,0
20820,613106,1049,2,0
20316,613106,1050,3,0
20817,613106,1051,4,0
20310,613106,1052,5,0
20306,613106,1053,6,0
20643,613106,1055,7,0
21157,613106,1057,8,0
21155,613106,1060,9,0
21153,613106,1061,10,0
20297,613106,1062,11,0
20296,613106,1064,12,0
20292,613106,1065,13,0
20013,613106,1067,14,0
20061,613106,1070,15,0
20001,613106,1073,16,0
20290,613106,1076,17,0
20288,613106,1078,18,0
20286,613106,1079,19,0
20284,613106,1080,20,0
20282,613106,1082,21,0
20280,613106,1083,22,0
20278,613106,1084,23,0
20264,613106,1086,24,0
20269,613106,1087,25,0
20267,613106,1088,26,0
20265,613106,1089,27,0
20249,613106,1090,28,0
20881,613106,1091,29,0
20883,613106,1091,30,0
20080,613106,1099,31,1
21167,613109,1275,1,0
21422,613109,1276,2,0
21424,613109,1278,3,0
20823,613109,1278,4,0
20318,613109,1279,5,0
20316,613109,1280,6,0
20817,613109,1281,7,0
20310,613109,1282,8,0
20306,613109,1283,9,0
20643,613109,1284,10,0
21157,613109,1286,11,0
21155,613109,1288,12,0
21153,613109,1290,13,0
20297,613109,1291,14,0
20296,613109,1292,15,0
20292,613109,1293,16,0
20013,613109,1295,17,0
20061,613109,1297,18,0
20001,613109,1300,19,1
21167,613108,1230,1,0
21422,613108,1231,2,0
21424,613108,1233,3,0
20823,613108,1233,4,0
20318,613108,1234,5,0
20316,613108,1235,6,0
20817,613108,1236,7,0
20310,613108,1237,8,0
20306,613108,1238,9,0
20643,613108,1239,10,0
21157,613108,1241,11,0
21155,613108,1243,12,0
21153,613108,1245,13,0
20297,613108,1246,14,0
20296,613108,1247,15,0
20292,613108,1248,16,0
20013,613108,1250,17,0
20061,613108,1252,18,0
20001,613108,1255,19,1
20320,613107,1216,1,0
20820,613107,1216,2,0
20316,613107,1217,3,0
20817,613107,1218,4,0
20310,613107,1219,5,0
20306,613107,1220,6,0
20643,613107,1221,7,0
21157,613107,1223,8,0
21155,613107,1225,9,0
21153,613107,1227,10,0
20297,613107,1228,11,0
20296,613107,1229,12,0
20292,613107,1230,13,0
20013,613107,1232,14,0
20061,613107,1234,15,0
20001,613107,1237,16,1
20271,613110,477,1,0
20273,613110,478,2,0
20275,613110,479,3,0
20277,613110,480,4,0
20266,613110,481,5,0
20268,613110,481,6,0
20270,613110,482,7,0
20263,613110,484,8,0
20279,613110,484,9,0
20281,613110,486,10,0
20283,613110,487,11,0
20285,613110,488,12,0
20287,613110,489,13,0
20289,613110,490,14,0
20291,613110,492,15,0
20330,613110,493,16,0
20332,613110,495,17,0
20012,613110,497,18,0
20014,613110,501,19,0
20294,613110,504,20,0
20298,613110,505,21,0
21154,613110,505,22,0
21156,613110,506,23,0
20641,613110,510,24,0
20642,613110,511,25,0
20307,613110,512,26,0
20309,613110,513,27,0
20311,613110,513,28,0
20818,613110,515,29,0
20317,613110,515,30,0
