arret_id,trajet_id,heure_depart,stop_sequence,terminus
20024,2343611,740,1,0
20669,2343611,742,2,0
20195,2343611,743,3,0
20193,2343611,745,4,0
20679,2343611,746,5,0
20812,2343611,746,6,0
20541,2343611,748,7,0
20539,2343611,748,8,0
20537,2343611,750,9,0
20677,2343611,750,10,0
20675,2343611,752,11,0
20673,2343611,752,12,0
20671,2343611,753,13,0
20625,2343611,755,14,0
20626,2343611,756,15,0
20627,2343611,757,16,0
20629,2343611,759,17,0
20630,2343611,759,18,0
20632,2343611,761,19,0
20631,2343611,763,20,0
20169,2343611,766,21,1
20024,2345195,740,1,0
20669,2345195,742,2,0
20195,2345195,743,3,0
20193,2345195,745,4,0
20679,2345195,746,5,0
20812,2345195,746,6,0
20541,2345195,748,7,0
20539,2345195,748,8,0
20537,2345195,750,9,0
20677,2345195,750,10,0
20675,2345195,752,11,0
20673,2345195,752,12,0
20671,2345195,753,13,0
20625,2345195,755,14,0
20626,2345195,756,15,0
20627,2345195,757,16,0
20629,2345195,759,17,0
20630,2345195,759,18,0
20632,2345195,761,19,0
20631,2345195,763,20,0
20169,2345195,766,21,1
20024,2345194,476,1,0
20669,2345194,478,2,0
20195,2345194,479,3,0
20193,2345194,481,4,0
20679,2345194,482,5,0
20812,2345194,482,6,0
20541,2345194,484,7,0
20539,2345194,484,8,0
20537,2345194,486,9,0
20677,2345194,486,10,0
20675,2345194,487,11,0
20673,2345194,488,12,0
20671,2345194,488,13,0
20625,2345194,490,14,0
20626,2345194,491,15,0
20627,2345194,494,16,0
20629,2345194,496,17,0
20631,2345194,496,18,0
20169,2345194,499,19,1
20169,2345187,502,1,0
20621,2345187,504,2,0
20632,2345187,507,3,0
20686,2345187,511,4,0
20685,2345187,511,5,0
20684,2345187,513,6,0
20170,2345187,514,7,0
20670,2345187,514,8,0
20672,2345187,515,9,0
20674,2345187,515,10,0
20676,2345187,516,11,0
20536,2345187,517,12,0
20538,2345187,518,13,0
20540,2345187,519,14,0
20811,2345187,522,15,0
20678,2345187,523,16,0
20192,2345187,523,17,0
20194,2345187,524,18,0
20165,2345187,527,19,0
20024,2345187,532,20,1
20169,2345186,435,1,0
20621,2345186,437,2,0
20632,2345186,440,3,0
20686,2345186,444,4,0
20685,2345186,444,5,0
20684,2345186,446,6,0
20170,2345186,447,7,0
20670,2345186,447,8,0
20672,2345186,448,9,0
20674,2345186,449,10,0
20676,2345186,450,11,0
20536,2345186,451,12,0
20538,2345186,453,13,0
20540,2345186,454,14,0
20811,2345186,457,15,0
20678,2345186,459,16,0
20192,2345186,460,17,0
20194,2345186,461,18,0
20165,2345186,464,19,0
20024,2345186,469,20,1
20024,2385222,740,1,0
20669,2385222,742,2,0
20195,2385222,743,3,0
20193,2385222,745,4,0
20679,2385222,746,5,0
20812,2385222,746,6,0
20541,2385222,748,7,0
20539,2385222,748,8,0
20537,2385222,750,9,0
20677,2385222,750,10,0
