arret_id,trajet_id,heure_depart,stop_sequence,terminus
20228,2398160,655,1,0
20232,2398160,655,2,0
20236,2398160,656,3,0
20048,2398160,656,4,0
20050,2398160,657,5,0
20052,2398160,658,6,0
20180,2398160,658,7,0
20687,2398160,659,8,0
20708,2398160,660,9,0
20549,2398160,662,10,0
20547,2398160,663,11,0
20693,2398160,665,12,0
20283,2398160,666,13,0
20695,2398160,667,14,0
20697,2398160,668,15,0
20698,2398160,669,16,0
20700,2398160,670,17,0
20702,2398160,671,18,0
20261,2398160,672,19,0
20707,2398160,672,20,0
20704,2398160,674,21,0
20556,2398160,677,22,1
20228,2398163,1015,1,0
20232,2398163,1015,2,0
20236,2398163,1016,3,0
20048,2398163,1016,4,0
20050,2398163,1017,5,0
20052,2398163,1018,6,0
20180,2398163,1018,7,0
20687,2398163,1019,8,0
20708,2398163,1020,9,0
20549,2398163,1022,10,0
20547,2398163,1023,11,0
20693,2398163,1025,12,0
20283,2398163,1026,13,0
20695,2398163,1027,14,0
20697,2398163,1028,15,0
20698,2398163,1029,16,0
20700,2398163,1030,17,0
20702,2398163,1031,18,0
20261,2398163,1032,19,0
20707,2398163,1032,20,0
20704,2398163,1034,21,0
20556,2398163,1037,22,1
20228,2398162,960,1,0
20232,2398162,960,2,0
20236,2398162,961,3,0
20048,2398162,961,4,0
20050,2398162,962,5,0
20052,2398162,963,6,0
20180,2398162,963,7,0
20687,2398162,964,8,0
20708,2398162,965,9,0
20549,2398162,967,10,0
20547,2398162,968,11,0
20693,2398162,970,12,0
20283,2398162,971,13,0
20695,2398162,972,14,0
20697,2398162,973,15,0
20698,2398162,974,16,0
20700,2398162,975,17,0
20702,2398162,976,18,0
20261,2398162,977,19,0
20707,2398162,977,20,0
20704,2398162,979,21,0
20556,2398162,982,22,1
20228,2398161,900,1,0
20232,2398161,900,2,0
20236,2398161,901,3,0
20048,2398161,901,4,0
20050,2398161,902,5,0
20052,2398161,903,6,0
20180,2398161,903,7,0
20687,2398161,904,8,0
20708,2398161,905,9,0
20549,2398161,907,10,0
20547,2398161,908,11,0
20693,2398161,910,12,0
20283,2398161,911,13,0
20695,2398161,912,14,0
20697,2398161,913,15,0
20698,2398161,914,16,0
20700,2398161,915,17,0
20702,2398161,916,18,0
20261,2398161,917,19,0
20707,2398161,917,20,0
20704,2398161,919,21,0
20556,2398161,922,22,1
20228,2398159,600,1,0
20232,2398159,600,2,0
20236,2398159,601,3,0
20048,2398159,601,4,0
20050,2398159,602,5,0
20052,2398159,603,6,0
20180,2398159,603,7,0
20687,2398159,604,8,0
20708,2398159,605,9,0
20549,2398159,607,10,0
20547,2398159,608,11,0
20693,2398159,610,12,0
20283,2398159,611,13,0
